CUSTOMER_ID,REVENUE
17850,5288.629973649979
13047,3079.0999679863453
12583,7187.339995205402
13748,948.2499933242798
15100,635.0999889373779
15291,4596.50994682312
14688,5107.379958167672
17809,4627.620018348098
15311,59419.33935089409
14527,7711.379911065102
16098,2005.629987835884
18074,489.5999960899353
17420,598.829992055893
16029,50992.60974860191
16250,389.43999683856964
12431,6416.389971792698
17511,88125.379832834
17548,-141.4799988269806
13705,711.8599989414215
13747,79.5999984741211
13408,27487.409849971533
13767,16945.71001434326
17924,2894.329999268055
13448,3465.669942200184
15862,832.8799962103367
15513,14520.0799061656
12791,192.60000228881836
16218,3054.8699918985367
14045,1659.749983906746
14307,2995.719989359379
17908,243.27999767661095
17920,4204.09999037534
0,1447682.1183872335
12838,683.1300005018711
13255,390.65999960899353
16583,233.44999980926514
18085,689.9499893188477
13758,3190.5499641001225
13694,62653.09972114861
15983,1475.019994854927
14849,7904.280001103878
17968,277.3500015437603
16210,21086.300425887108
17897,541.0999957621098
17377,3925.919936090708
16552,379.7300009727478
17181,239.91999661922455
17951,990.83998721838
14729,313.48999708890915
12748,29072.09982611984
15012,423.0399952530861
12868,1607.0599977970123
17572,226.75000405311584
14078,1049.3699851036072
14001,2030.329978942871
12662,3817.0799912512302
15525,811.0199989378452
14237,161.00000143051147
17905,800.2399950027466
15485,2574.9999618828297
12433,13375.869884997606
16955,493.66999983787537
15350,115.64999485015869
15605,1198.2299873828888
18144,2888.7500410079956
15922,363.59999799728394
14594,379.82999992370605
15165,487.74999809265137
14911,132572.61927819997
16456,2158.369993329048
17841,40340.779700398445
12472,6229.479984730482
17346,2611.5799687728286
17643,101.54999876022339
17873,1764.3599825501442
13093,7741.469933688641
12921,16389.739931493998
13468,5656.749949723482
17760,287.5899994671345
16928,2781.5000082850456
16048,243.68999183177948
16274,357.94999980926514
14496,538.8100028038025
14696,2070.9699900597334
16539,1388.8099946975708
17025,357.76999592781067
13777,25748.349857330322
17690,4748.449959844351
12947,1407.2899848222733
17460,452.6299950182438
18229,7276.900001525879
14142,311.80999878048897
17069,2655.219983279705
13065,205.86000049114227
14606,11713.849898010492
16835,180.84999465942383
15235,2247.509986013174
13576,6703.300069451332
18011,102.79000008106232
13090,8689.389924645424
15694,6423.6000146865845
14741,1400.339993685484
13715,1053.939996778965
14092,4063.0999759733677
17732,303.9700002670288
12855,38.100000858306885
15752,2628.929964840412
17855,208.96999835968018
14047,1290.0099985599518
17925,244.0800075531006
13941,4912.409941196442
17017,8574.11003163457
14135,4690.309940010309
13108,350.05999994277954
12471,18740.919917941093
15601,6745.359952896833
13418,5845.439965881407
14766,2423.0699974298477
15658,958.8999969959259
14388,3172.0399596989155
14901,1414.9899905920029
18041,4161.140015982091
15955,4389.809934258461
15070,106.20000171661377
16244,1522.7499995231628
15111,1567.479976594448
14390,4592.46997576952
16546,-95.93000221252441
15260,1780.7699921131134
13305,2000.8599965572357
14491,340.9299986362457
14060,6135.3799169659615
15923,127.07999807596207
16752,207.4999976158142
17287,1064.1100030839443
15363,318.0499963760376
12915,363.649995803833
15544,3542.5100054740906
15738,4788.769967317581
16042,1147.3699970245361
17381,20272.429741621017
15827,1641.479993224144
14180,4640.769965171814
13117,984.9099950790405
16916,576.2599977850914
17964,471.6999937593937
14466,2272.399998664856
17235,550.0599975585938
16510,248.09999775886536
17802,1251.8399888277054
15107,247.66000175476074
17976,353.1899948120117
14449,907.0999984443188
15838,33350.75982120633
16781,294.6499968767166
17547,-11.800000190734863
13491,1215.8199862837791
16186,3991.9399921298027
17685,3191.5300035476685
17581,10736.109903305769
15732,294.11999931931496
13138,962.3899939060211
15823,-840.7600026130676
17567,4012.5599912405014
15061,54228.73964327574
